loyalty_member_id,email,first_name,last_name,phone,tier,points,join_date,email_optin
LM-16004,damon.huerta.023782@example.com,Damon,Huerta,2745667242,Bronze,16994,18-Jul-2024,false
LM-16005,dakota.shetty.023783@example.com,Dakota,Shetty,+12815797273,Bronze,16497,09-Oct-2023,true
LM-16006,maureen.harvey.023784@example.com,Maureen,Harvey,(288) 592-7304,Bronze,16577,23-May-2024,true
LM-16007,lorraine.garrison.023789@example.com,Lorraine,Garrison,323-657-7459,Gold,56900,08-May-2024,true
LM-16008,jack.sierra.023790@example.com,Jack,Sierra,N/A,Platinum,99392,18-Aug-2024,true
LM-16009,carrie.tanguy.023791@example.com,Carrie,Tanguy,+13376837521,Bronze,21867,16-Nov-2022,false
LM-16010,edwin.anguiano.023792@example.com,Edwin,Anguiano,(344) 696-7552,Bronze,16853,12-Jun-2023,true
LM-16011,courtney.medrano.023793@example.com,Courtney,Medrano,351-709-7583,Bronze,11710,29-Sep-2024,true
LM-16012,jermaine.rogers.023794@example.com,Jermaine,Rogers,3587227614,Bronze,6050,17-Dec-2022,true
LM-16013,samantha.sethi.023795@example.com,Samantha,Sethi,+13657357645,Silver,32759,30-Apr-2024,true
LM-16014,jasmine.toro.023796@example.com,Jasmine,Toro,(372) 748-7676,Silver,45887,27-Nov-2024,true
LM-16015,esperanza.altamirano.023797@example.com,Esperanza,Altamirano,379-761-7707,Silver,42530,19-May-2025,true
LM-16016,ira.irizarry.023799@example.com,Ira,Irizarry,+13937877769,Gold,51994,17-Nov-2022,true
LM-16017,thomas.contreras.023800@example.com,Thomas,Contreras,(400) 800-7800,Platinum,77650,08-Sep-2022,true
LM-16018,upasna.allen.023803@example.com,Upasna,Allen,+14218397893,Bronze,9113,09-Jun-2024,true
LM-16019,amy.harrison.023804@example.com,Amy,Harrison,(428) 852-7924,Bronze,9899,27-Dec-2024,true
LM-16020,jeremy.luna.023805@example.com,Jeremy,Luna,N/A,Silver,32742,08-Apr-2023,true
LM-16021,,Rodolfo,Carter,4428787986,Silver,37709,03-Oct-2024,true
LM-16022,luke.cruz.023807@example.com,Luke,Cruz,+14498918017,Silver,46148,23-Jun-2024,false
LM-16023,edhitha.newman.023810@example.com,Edhitha,Newman,4709308110,Platinum,112607,06-Jul-2025,true
LM-16024,danielle.sexton.023812@example.com,Danielle,Sexton,(484) 956-8172,Bronze,3587,19-Aug-2022,false
LM-16025,cristian.terry.023813@example.com,Cristian,Terry,491-969-8203,Bronze,15080,17-Jul-2025,true
LM-16026,kyle.long.023814@example.com,Kyle,Long,4989828234,Bronze,2176,17-Sep-2023,true
LM-16027,audrey.pelayo.023816@example.com,Audrey,Pelayo,(512) 208-8296,Silver,30341,13-Apr-2023,true
LM-16028,destiny.carranza.023817@example.com,Destiny,Carranza,519-221-8327,Silver,31882,05-Feb-2025,true
LM-16029,florencia.welch.023818@example.com,Florencia,Welch,5262348358,Gold,73853,26-Jun-2024,true
LM-16030,berta.barros.023819@example.com,Berta,Barros,+15332478389,Gold,68694,10-Apr-2025,true
LM-16031,juliana.wagner.023821@example.com,Juliana,Wagner,547-273-8451,Bronze,748,14-Sep-2023,true
LM-16032,nihal.mena.023822@example.com,Nihal,Mena,N/A,Bronze,4889,19-Nov-2023,true
LM-16033,angel.williams.023823@example.com,Angel,Williams,+15612998513,Bronze,21066,24-Jul-2025,true
LM-16034,luis.cazares.023830@example.com,Luis,Cazares,6103908730,Platinum,118516,25-Feb-2024,true
LM-16035,dana.rael.023832@example.com,Dana,Rael,(624) 416-8792,Bronze,3030,12-Nov-2022,true
LM-16036,gustavo.galvan.023833@example.com,Gustavo,Galvan,631-429-8823,Bronze,9921,21-Oct-2023,true
LM-16037,ofelia.collins.023835@example.com,Ofelia,Collins,+16454558885,Silver,40662,03-Aug-2023,true
LM-16038,andrew.mahoney.023836@example.com,Andrew,Mahoney,(652) 468-8916,Silver,34082,14-Dec-2023,true
LM-16039,ashley.dunlap.023839@example.com,Ashley,Dunlap,+16735079009,Gold,66756,25-Sep-2022,true
LM-16040,sandra.tucker.023840@example.com,Sandra,Tucker,(680) 520-9040,Platinum,87638,10-Jun-2025,true
LM-16041,,Jared,Savage,687-533-9071,Bronze,1857,04-Oct-2023,true
LM-16042,brent.sherman.023842@personal.example.com,Brent,Sherman,6945469102,Bronze,20056,08-Oct-2023,true
LM-16043,shaun.fernandez.023843@example.com,Shaun,Fernandez,+17015599133,Bronze,6433,17-Oct-2022,true
LM-16044,carolyn.rowe.023844@example.com,Carolyn,Rowe,(708) 572-9164,Bronze,160,19-Aug-2024,true
LM-16045,erica.burnett.023846@example.com,Erica,Burnett,7225989226,Silver,38617,08-Sep-2024,false
LM-16046,dean.hutchinson.023848@example.com,Dean,Hutchinson,(736) 624-9288,Gold,52708,17-Aug-2024,true
LM-16047,meredith.schneider.023849@example.com,Meredith,Schneider,743-637-9319,Gold,56894,29-Oct-2024,true
LM-16048,anita.sanders.023850@example.com,Anita,Sanders,7506509350,Platinum,113894,11-Jan-2025,true
LM-16049,melissa.robertson.023851@example.com,Melissa,Robertson,+17576639381,Bronze,16379,16-Aug-2022,true
LM-16050,nathan.sims.023852@example.com,Nathan,Sims,(764) 676-9412,Bronze,3045,24-Sep-2023,true
LM-16051,jenna.marshall.023853@example.com,Jenna,Marshall,771-689-9443,Bronze,19945,25-Dec-2022,true
LM-16052,bridget.ahuja.023854@example.com,Bridget,Ahuja,7787029474,Bronze,3773,23-Feb-2024,true
LM-16053,francisco.bonneau.023855@example.com,Francisco,Bonneau,+17857159505,Silver,29757,30-Sep-2023,true
LM-16054,carl.orosco.023856@example.com,Carl,Orosco,(792) 728-9536,Silver,38035,10-Feb-2025,true
LM-16055,jamie.baca.023857@example.com,Jamie,Baca,799-741-9567,Silver,26586,15-Dec-2024,true
LM-16056,traci.sodhi.023858@example.com,Traci,Sodhi,8067549598,Gold,70751,11-Mar-2024,true
LM-16057,ivan.bonnin.023860@example.com,Ivan,Bonnin,N/A,Platinum,84947,13-Nov-2023,true
LM-16058,sharon.jasso.023861@example.com,Sharon,Jasso,827-793-9691,Bronze,3786,14-Nov-2022,true
LM-16059,terri.gray.023862@example.com,Terri,Gray,8348069722,Bronze,6791,03-Dec-2024,false
LM-16060,jonathon.robinson.023863@example.com,Jonathon,Robinson,+18418199753,Bronze,5157,15-Apr-2024,true
LM-16061,,Alison,Amador,(848) 832-9784,Bronze,3869,17-Apr-2023,true
LM-16062,lance.adamt.023865@example.com,Lance,Adams,855-845-9815,Silver,47504,25-Sep-2023,true
LM-16063,laurie.munoz.023866@example.com,Laurie,Munoz,8628589846,Silver,47950,27-Feb-2024,true
LM-16064,francis.bousquet.023867@example.com,Francis,Bousquet,+18698719877,Silver,40084,30-Aug-2023,true
LM-16065,faith.nolan.023868@example.com,Faith,Nolan,(876) 884-9908,Gold,63438,02-Apr-2023,true
LM-16066,chelsea.poulain.023872@example.com,Chelsea,Poulain,N/A,Bronze,1753,27-Jul-2023,true
LM-16067,maryse.borrego.023873@example.com,Maryse,Borrego,911-949-0063,Bronze,3773,14-Feb-2023,true
LM-16068,alonso.leonasd.023875@example.com,Alonso,Leonard,N/A,Silver,49445,06-Feb-2024,true
LM-16069,yash.ozuna.023876@example.com,Yash,Ozuna,(932) 988-0156,Silver,47067,14-Apr-2024,true
LM-16070,ronald.meadows.023877@example.com,Ronald,Meadows,939-201-0187,Silver,27924,02-Jul-2023,true
LM-16071,diego.thomas.023878@example.com,Diego,Thomas,9462140218,Gold,53798,28-May-2023,true
LM-16072,austin.debra.023881@example.com,Debra,Austin,967-253-0311,Bronze,13195,02-May-2024,true
LM-16073,alfonso.fisher.023882@example.com,Alfonso,Fisher,9742660342,Bronze,3424,19-Apr-2025,true
LM-16074,jason.hopkins.023883@example.com,Jason,Hopkins,,Bronze,4243,04-Sep-2024,true
LM-16075,blanca.rodriguez.023884@example.com,Blanca,Rodriguez,(988) 292-0404,Bronze,5921,24-May-2023,true
LM-16076,janet.joyce.023887@example.com,Janet,Joyce,+12093310497,Silver,45234,02-Oct-2023,true
LM-16077,salma.knight.023888@example.com,Salma,Knight,(216) 344-0528,Gold,73647,25-Apr-2024,true
LM-16078,marcelle.taylor.023889@example.com,Marcelle,Taylor,223-357-0559,Gold,51045,29-Nov-2024,true
LM-16079,brooke.blackwell.023890@example.com,Brooke,Blackwell,2303700590,Platinum,104261,03-Sep-2022,true
LM-16080,odika.hudson.023891@example.com,Odika,Hudson,+12373830621,Bronze,4456,07-Aug-2024,true
LM-16081,,Dominique,Rivas,251-409-0683,Bronze,11237,27-Aug-2022,true
LM-16082,thierry.moraes.023894@example.com,Thierry,Moraes,2584220714,Bronze,21683,27-Jun-2024,true
LM-16083,elizabeth.chakraborty.023895@example.com,Elizabeth,Chakraborty,+12654350745,Silver,49332,24-Apr-2025,true
LM-16084,sarah.baker.023897@example.com,Sarah,Baker,279-461-0807,Silver,49902,06-Apr-2025,true
LM-16085,itzel.saxena.023898@example.com,Itzel,Saxena,2864740838,Gold,64340,12-Nov-2024,true
LM-16086,panini.seth.023900@example.com,Panini,Seth,(300) 500-0900,Platinum,87972,16-Nov-2023,true
LM-16087,robin.jordan.023901@example.com,Robin,Jordan,307-513-0931,Bronze,20413,21-Mar-2025,true
LM-16088,georgina.alves.023902@example.com,Georgina,Alves,3145260962,Bronze,24470,06-Dec-2024,true
LM-16089,lucky.palomo.023903@example.com,Lucky,Palomo,+13215390993,Bronze,23910,14-Jun-2023,true
LM-16090,steven.legoff.023904@example.com,Steven,Le Goff,n/a,Bronze,7015,26-Sep-2024,false
LM-16091,camille.alejandro.023905@example.com,Camille,Alejandro,n/a,Silver,26213,16-Oct-2023,true
LM-16092,odette.hill.023906@example.com,Odette,Hill,3425781086,Silver,34621,28-Apr-2024,true
LM-16093,maria.bahena.023907@example.com,Maria,Bahena,+13495911117,Silver,43739,02-Mar-2024,true
LM-16094,connor.barbosa.023910@example.com,Connor,Barbosa,3706301210,Platinum,99922,28-Oct-2022,true
LM-16095,crystal.guardado.023911@example.com,Crystal,Guardado,+13776431241,Bronze,11053,15-Apr-2024,true
LM-16096,walter.villareal.023912@example.com,Walter,Villareal,n/a,Bronze,6828,21-Jul-2024,true
LM-16097,kayla.freitas.023913@example.com,Kayla,Freitas,391-669-1303,Bronze,17568,26-Aug-2024,true
LM-16098,christian.morales.023914@example.com,Christian,Morales,3986821334,Bronze,439,24-Nov-2022,true
LM-16099,shannon.walton.023915@example.com,Shannon,Walton,+14056951365,Silver,46637,27-Mar-2024,true
LM-16100,christie.alexander.023916@example.com,Christie,Alexander,n/a,Silver,30860,14-Mar-2024,true
LM-16101,,William,Gomez,4267341458,Gold,71319,20-Aug-2023,true
LM-16102,stephanie.ball.023921@example.com,Stephanie,Ball,447-773-1551,Bronze,17071,10-Jan-2024,true
LM-16103,diane.parker.023923@example.com,Diane,Parker,+14617991613,Bronze,4903,06-May-2025,false
LM-16104,curtis.kirk.023924@personal.example.com,Curtis,Kirk,(468) 812-1644,Bronze,9242,27-Jan-2025,false
LM-16105,norman.barnett.023928@example.com,Norman,Barnett,(496) 864-1768,Gold,59320,20-Jun-2025,true
LM-16106,catherine.scott.023929@example.com,Catherine,Scott,503-877-1799,Gold,50744,26-Sep-2023,true
LM-16107,raymond.quinn.023930@example.com,Raymond,Quinn,5108901830,Platinum,111594,25-Mar-2023,true
LM-16108,brittney.castillo.023932@example.com,Brittney,Castillo,(524) 916-1892,Bronze,12936,11-Sep-2023,true
LM-16109,dustin.ryan.023933@example.com,Dustin,Ryan,531-929-1923,Bronze,20491,18-Mar-2024,false
LM-16110,jaime.ocasio.023934@example.com,Jaime,Ocasio,5389421954,Bronze,17197,17-Aug-2022,true
LM-16111,kristen.deshmukh.023935@example.com,Kristen,Deshmukh,+15459551985,Silver,29607,12-Mar-2024,true
LM-16112,eileen.pierce.023937@example.com,Eileen,Pierce,559-981-2047,Silver,25286,21-May-2023,true
LM-16113,humberto.guillet.023941@example.com,Humberto,Guillet,587-233-2171,Bronze,4411,12-Sep-2024,true
LM-16114,luizfernando.adkins.023943@example.com,Luiz Fernando,Adkins,+16012592233,Bronze,19540,12-Oct-2023,true
LM-16115,meghan.lira.023944@example.com,Meghan,Lira,(608) 272-2264,Bronze,9395,27-Sep-2024,true
LM-16116,chad.higgins.023945@example.com,Chad,Higgins,615-285-2295,Silver,37306,04-Sep-2022,true
LM-16117,sabine.yu.023950@example.com,Sabine,Yu,6503502450,Platinum,99033,04-Apr-2024,true
LM-16118,michelle.franco.023951@example.com,Michelle,Franco,+16573632481,Bronze,11467,22-Jul-2023,true
LM-16119,brian.rodrigues.023952@example.com,Brian,Rodrigues,(664) 376-2512,Bronze,23644,24-May-2023,true
LM-16120,jaqueline.mann.023953@example.com,Jaqueline,Mann,671-389-2543,Bronze,12468,14-Sep-2022,true
LM-16121,,Pamela,Alvarez,+16854152605,Silver,49317,17-Aug-2024,true
LM-16122,federico.lara.023956@example.com,Federico,Lara,(692) 428-2636,Silver,49116,11-Sep-2024,true
LM-16123,neel.wilkerson.023957@example.com,Neel,Wilkerson,699-441-2667,Silver,46468,24-Apr-2025,true
LM-16124,amber.boyer.023961@example.com,Amber,Boyer,727-493-2791,Bronze,18640,10-Jul-2024,true
LM-16125,isaac.maldonado.023962@example.com,Isaac,Maldonado,7345062822,Bronze,19536,30-Oct-2022,true
LM-16126,dennis.jimenez.023964@example.com,Dennis,Jimenez,(748) 532-2884,Bronze,4200,28-Jun-2023,false
LM-16127,summers.enrique.023965@example.com,Enrique,Summers,755-545-2915,Silver,47759,21-Feb-2024,true
LM-16128,ivonne.daniels.023967@example.com,Ivonne,Daniels,+17695712977,Silver,41271,19-Apr-2023,true
LM-16129,vitorgabriel.quintana.023969@example.com,Vitor Gabriel,Quintana,783-597-3039,Gold,53184,07-Nov-2022,true
LM-16130,kristin.decker.023970@example.com,Kristin,Decker,7906103070,Platinum,89998,15-Jan-2023,true
LM-16131,earl.deshpande.023971@example.com,Earl,Deshpande,+17976233101,Bronze,14867,26-Dec-2023,true
LM-16132,monica.sangha.023972@example.com,Monica,Sangha,(804) 636-3132,Bronze,3887,24-Oct-2022,true
LM-16133,martha.walker.023973@example.com,Martha,Walker,811-649-3163,Bronze,4649,09-Feb-2024,true
LM-16134,cecilia.smith.023976@example.com,Cecilia,Smith,,Silver,38889,09-Jul-2023,true
LM-16135,samuel.jhaveri.023979@example.com,Samuel,Jhaveri,+18537273349,Gold,60703,11-May-2024,true
LM-16136,nicole.colunga.023980@example.com,Nicole,Colunga,(860) 740-3380,Platinum,110365,27-Oct-2023,true
LM-16137,heather.bowers.023983@example.com,Heather,Bowers,+18817793473,Bronze,10057,21-Nov-2024,false
LM-16138,arthur.ray.023987@example.com,Arthur,Ray,,Silver,25886,30-Nov-2023,true
LM-16139,paul.georges.023990@example.com,Paul,Georges,9308703690,Platinum,85234,06-Sep-2022,true
LM-16140,kari.perez.023991@example.com,Kari,Perez,+19378833721,Bronze,840,10-Nov-2024,true
LM-16141,,Phillip,Melgar,(944) 896-3752,Bronze,4615,10-Feb-2025,true
LM-16142,victor.dawson.023993@example.com,Victor,Dawson,951-909-3783,Bronze,15789,12-Mar-2023,true
LM-16143,gerald.evans.023994@example.com,Gerald,Evans,9589223814,Bronze,1763,07-Apr-2023,true
LM-16144,cassie.baldwin.023996@example.com,Cassie,Baldwin,(972) 948-3876,Silver,29034,06-Oct-2024,true
LM-16145,rachael.petersen.023997@example.com,Rachael,Petersen,979-961-3907,Silver,36856,21-Jun-2024,true
LM-16146,allison.guzman.023998@example.com,Allison,Guzman,9869743938,Gold,70127,21-Apr-2025,true
LM-16147,joel.dennis.023999@example.com,Joel,Dennis,+19939873969,Gold,55306,06-Nov-2024,true
LM-16148,jillian.eaton.024002@example.com,Jillian,Eaton,N/A,Bronze,18269,29-Oct-2024,true
LM-16149,jeff.avila.024003@example.com,Jeff,Avila,+12212394093,Bronze,16215,18-Feb-2023,true
LM-16150,carlos.underwood.024004@example.com,Carlos,Underwood,(228) 252-4124,Bronze,9107,11-Sep-2024,true
LM-16151,betty.barnes.024005@example.com,Betty,Barnes,235-265-4155,Silver,26976,04-May-2023,true
LM-16152,nathaniel.floyd.024006@example.com,Nathaniel,Floyd,2422784186,Silver,30451,19-Feb-2025,true
LM-16153,rickey.velasquez.024008@example.com,Rickey,Velasquez,(256) 304-4248,Gold,70297,29-Nov-2024,false
LM-16154,wayne.laureano.024009@example.com,Wayne,Laureano,263-317-4279,Gold,52015,24-Oct-2023,true
LM-16155,beth.lawrence.024010@example.com,Beth,Lawrence,2703304310,Platinum,104039,08-Mar-2023,true
LM-16156,margaud.gonzalez.024011@example.com,Margaud,Gonzalez,,Bronze,23554,13-Jan-2023,true
LM-16157,spencer.adame.024012@example.com,Spencer,Adame,(284) 356-4372,Bronze,23643,10-Oct-2022,true
LM-16158,joyce.grijalva.024013@example.com,Joyce,Grijalva,291-369-4403,Bronze,2797,25-Jul-2023,true
LM-16159,guillermo.duncan.024014@example.com,Guillermo,Duncan,2983824434,Bronze,14130,07-Oct-2022,false
LM-16160,arcelia.hickman.024015@example.com,Arcelia,Hickman,+13053954465,Silver,38965,01-Feb-2023,true
LM-16161,,James,Wright,(312) 408-4496,Silver,44359,04-Nov-2022,true
LM-16162,heitor.fabre.024017@example.com,Heitor,Fabre,319-421-4527,Silver,25733,01-Nov-2024,true
LM-16163,elisa.comar.024018@example.com,Elisa,Comar,3264344558,Gold,63511,28-Jan-2025,false
LM-16164,anabeatriz.ruelas.024020@example.com,Ana Beatriz,Ruelas,(340) 460-4620,Platinum,83518,02-Feb-2025,true
LM-16165,carolina.martins.024021@example.com,Carolina,Martins,347-473-4651,Bronze,4144,21-Nov-2024,true
LM-16166,rosado.leah.024022@example.com,Leah,Rosado,3544864682,Bronze,9220,24-Oct-2022,true
LM-16167,natasha.duarte.024024@example.com,Natasha,Duarte,n/a,Bronze,21302,24-Jan-2024,true
LM-16168,jorge.khalsa.024026@example.com,Jorge,Khalsa,3825384806,Silver,36219,22-Feb-2025,true
LM-16169,oviya.salmon.024027@example.com,Oviya,Salmon,+13895514837,Silver,35467,26-Apr-2025,true
LM-16170,emily.caldwell.024029@example.com,Emily,Caldwell,403-577-4899,Gold,55196,03-Nov-2022,true
LM-16171,yashodhara.barraza.024030@example.com,Yashodhara,Barraza,4105904930,Platinum,119856,12-Nov-2023,true
LM-16172,maximiliano.peterson.024031@example.com,Maximiliano,Peterson,,Bronze,20700,24-Oct-2023,true
LM-16173,thibault.rollins.024033@example.com,Thibault,Rollins,431-629-5023,Bronze,248,05-Oct-2022,false
LM-16174,clarice.hpod.024034@example.com,Clarice,Hood,4386425054,Bronze,7269,07-Mar-2024,true
LM-16175,julio.holder.024036@example.com,Julio,Holder,(452) 668-5116,Silver,48276,12-Nov-2024,true
LM-16176,barbara.butler.024037@example.com,Barbara,Butler,459-681-5147,Silver,34353,10-Feb-2025,true
LM-16177,gilberto.craig.024038@example.com,Gilberto,Craig,4666945178,Gold,51061,16-Mar-2024,true
LM-16178,matthew.bonilla.024039@example.com,Matthew,Bonilla,+14737075209,Gold,58182,18-May-2023,true
LM-16179,porfirio.hall.024040@example.com,Porfirio,Hall,(480) 720-5240,Platinum,78843,24-Jul-2024,false
LM-16180,martin.mcneil.024041@example.com,Martin,Mcneil,487-733-5271,Bronze,4085,12-Jan-2025,true
LM-16181,,Mike,Lindsey,4947465302,Bronze,552,19-Jan-2025,true
LM-16182,triya.brooks.024043@example.com,Triya,Brooks,+15017595333,Bronze,20189,18-Jun-2023,true
LM-16183,alvaro.reeves.024044@example.com,Alvaro,Reeves,,Bronze,11900,28-Jan-2023,true
LM-16184,santiago.simon.024045@example.com,Santiago,Simon,515-785-5395,Silver,38288,07-Aug-2023,true
LM-16185,bernard.cowan.024048@example.com,Bernard,Cowan,(536) 824-5488,Gold,70966,26-Feb-2025,true
LM-16186,jeffrey.anderson.024050@example.com,Jeffrey,Anderson,5508505550,Platinum,99154,19-Jan-2025,true
LM-16187,sudiksha.guerra.024051@example.com,Sudiksha,Guerra,+15578635581,Bronze,13867,27-Apr-2024,true
LM-16188,octavio.cervantes.024052@example.com,Octavio,Cervantes,(564) 876-5612,Bronze,10101,26-Sep-2022,true
LM-16189,virginia.lynch.024053@example.com,Virginia,Lynch,571-889-5643,Bronze,20411,28-Nov-2022,true
LM-16190,tara.granado.024054@example.com,Tara,Granado,5789025674,Bronze,2126,22-Nov-2022,true
LM-16191,melody.galloway.024056@example.com,Melody,Galloway,(592) 928-5736,Silver,39510,29-May-2023,true
LM-16192,victoria.gardner.024058@example.com,Victoria,Gardner,6069545798,Gold,72186,25-Jul-2023,true
LM-16193,kristine.edwards.024059@example.com,Kristine,Edwards,+16139675829,Gold,61404,21-Mar-2024,false
LM-16194,lopez.karen.024060@example.com,Karen,Lopez,(620) 980-5860,Platinum,99377,26-Jun-2024,true
LM-16195,gary.valdivia.024061@example.com,Gary,Valdivia,,Bronze,9340,23-Sep-2022,false
LM-16196,kiara.delvalle.024062@example.com,Kiara,del Valle,6342065922,Bronze,13931,11-May-2023,true
LM-16197,timothy.mueller.024064@example.com,Timothy,Mueller,(648) 232-5984,Bronze,8064,03-Dec-2023,true
LM-16198,cindy.damata.024067@example.com,Cindy,da Mata,+16692716077,Silver,28487,16-Jan-2023,false
LM-16199,candace.thaman.024068@example.com,Candace,Thaman,(676) 284-6108,Gold,54484,27-Jul-2024,true
LM-16200,molly.thompson.024069@example.com,Molly,Thompson,683-297-6139,Gold,58228,17-Oct-2024,true
LM-16201,,Barry,Howard,6903106170,Platinum,105260,12-Jan-2025,true
LM-16202,alexis.henry.024071@example.com,Alexis,Henry,+16973236201,Bronze,14227,15-Aug-2023,true
LM-16203,austin.holt.024072@example.com,Austin,Holt,(704) 336-6232,Bronze,89,23-May-2023,true
LM-16204,tyler.woodard.024073@example.com,Tyler,Woodard,711-349-6263,Bronze,3622,20-Jan-2024,true
LM-16205,katelyn.payne.024075@example.com,Katelyn,Payne,+17253756325,Silver,43184,16-May-2025,true
LM-16206,lori.myers.024076@example.com,Lori,Myers,(732) 388-6356,Silver,26946,22-May-2025,false
LM-16207,jimmy.mccoy.024077@example.com,Jimmy,Mccoy,739-401-6387,Silver,28883,30-Nov-2023,true
LM-16208,sara.morrow.024078@example.com,Sara,Morrow,7464146418,Gold,66848,29-Apr-2024,true
LM-16209,philip.vasquez.024081@example.com,Philip,Vasquez,767-453-6511,Bronze,6790,20-Apr-2023,true
LM-16210,krystal.mitchell.024082@example.com,Krystal,Mitchell,7744666542,Bronze,873,23-Jul-2023,true
LM-16211,yolanda.cooper.024084@example.com,Yolanda,Cooper,(788) 492-6604,Bronze,13519,24-Dec-2024,true
LM-16212,collin.quintanilla.024085@example.com,Collin,Quintanilla,795-505-6635,Silver,43148,27-Dec-2023,true
LM-16213,vanesa.caldeira.024087@example.com,Vanesa,Caldeira,+18095316697,Silver,28289,20-May-2025,false
LM-16214,janani.meyer.024090@example.com,Janani,Meyer,8305706790,Platinum,93099,03-Jun-2023,true
LM-16215,jennifer.white.024091@example.com,Jennifer,White,+18375836821,Bronze,2948,15-Jul-2023,true
LM-16216,julie.mata.024092@example.com,Julie,Mata,(844) 596-6852,Bronze,16023,18-Feb-2023,true
LM-16217,luizfelipe.herrera.024093@example.com,Luiz Felipe,Herrera,851-609-6883,Bronze,5304,10-Oct-2023,true
LM-16218,adam.cardona.024094@example.com,Adam,Cardona,8586226914,Bronze,13887,21-Jan-2023,true
LM-16219,gerardo.angulo.024098@example.com,Gerardo,Angulo,8866747038,Gold,50430,27-Apr-2025,true
LM-16220,nancy.dyal.024099@example.com,Nancy,Dyal,+18936877069,Gold,66936,27-Jun-2023,false
LM-16221,,Gregorio,Wilson,9147267162,Bronze,21960,09-Jan-2025,true
LM-16222,veronica.moreno.024103@personal.example.com,Veronica,Moreno,+19217397193,Bronze,12001,12-Jan-2024,true
LM-16223,cheryl.phillips.024104@example.com,Cheryl,Phillips,,Bronze,14672,06-Jan-2024,true
LM-16224,nikita.ellis.024105@example.com,Nikita,Ellis,935-765-7255,Silver,28519,26-Dec-2022,true
LM-16225,mayte.nunes.024106@example.com,Mayte,Nunes,9427787286,Silver,29853,12-Jul-2023,true
LM-16226,felipe.harrell.024107@example.com,Felipe,Harrell,+19497917317,Silver,44423,17-Dec-2023,true
LM-16227,leonardo.aguirre.024108@example.com,Leonardo,Aguirre,(956) 804-7348,Gold,50998,21-Dec-2022,true
LM-16228,warinder.mcdaniel.024109@example.com,Warinder,Mcdaniel,963-817-7379,Gold,73586,15-Feb-2025,true
LM-16229,gonzalo.mercado.024111@example.com,Gonzalo,Mercado,+19778437441,Bronze,11230,23-Feb-2025,true
LM-16230,emiliano.medina.024112@example.com,Emiliano,Medina,(984) 856-7472,Bronze,23078,09-Oct-2022,true
LM-16231,zayyan.cunningham.024114@example.com,Zayyan,Cunningham,9988827534,Bronze,15186,29-Aug-2024,true
LM-16232,dalbir.andrade.024116@example.com,Dalbir,Andrade,(212) 908-7596,Silver,31405,15-Mar-2025,true
LM-16233,megan.franklin.024117@example.com,Megan,Franklin,219-921-7627,Silver,41658,07-Nov-2023,true
LM-16234,bryan.mosley.024119@example.com,Bryan,Mosley,+12339477689,Gold,63388,28-Sep-2024,true
LM-16235,shawn.barry.024121@example.com,Shawn,Barry,247-973-7751,Bronze,3331,04-May-2025,true
LM-16236,michele.valenzuela.024122@example.com,Michele,Valenzuela,2549867782,Bronze,8077,04-Feb-2025,true
LM-16237,linda.lemus.024123@example.com,Linda,Lemus,+12619997813,Bronze,1765,31-Dec-2022,true
LM-16238,desiree.maestas.024126@example.com,Desiree,Maestas,2822387906,Silver,32510,10-Jan-2024,true
LM-16239,brandon.clark.024128@example.com,Brandon,Clark,(296) 264-7968,Gold,52611,17-Jul-2023,true
LM-16240,christina.miller.024129@personal.example.com,Christina,Miller,303-277-7999,Gold,51566,24-Apr-2025,true
LM-16241,,Peter,de Anda,3102908030,Platinum,93856,10-May-2023,true
LM-16242,taylor.lewis.024133@example.com,Taylor,Lewis,331-329-8123,Bronze,9029,14-Aug-2023,true
LM-16243,erik.suarez.024134@example.com,Erik,Suarez,3383428154,Bronze,16122,09-Jul-2025,true
LM-16244,edward.graham.024135@example.com,Edward,Graham,+13453558185,Silver,34838,23-Jun-2024,true
LM-16245,chris.hicks.024137@example.com,Chris,Hicks,359-381-8247,Silver,38127,17-Mar-2023,true
LM-16246,tyrone.anand.024139@example.com,Tyrone,Anand,+13734078309,Gold,53742,13-Jul-2023,true
LM-16247,alicia.johnson.024140@example.com,Alicia,Johnson,(380) 420-8340,Platinum,87881,13-Aug-2024,false
LM-16248,jesse.osorio.024141@example.com,Jesse,Osorio,387-433-8371,Bronze,812,29-Mar-2025,true
LM-16249,morgan.burton.024142@example.com,Morgan,Burton,3944468402,Bronze,571,12-Apr-2025,true
LM-16250,darrell.aguilar.024143@example.com,Darrell,Aguilar,n/a,Bronze,18518,25-Mar-2024,true
LM-16251,alyssa.novais.024144@example.com,Alyssa,Novais,(408) 472-8464,Bronze,14257,04-Feb-2023,true
LM-16252,holly.berthelot.024145@example.com,Holly,Berthelot,415-485-8495,Silver,30954,27-Sep-2024,true
LM-16253,greg.lawson.024146@example.com,Greg,Lawson,4224988526,Silver,36433,06-Dec-2022,false
LM-16254,shari.choi.024147@example.com,Shari,Choi,+14295118557,Silver,42422,25-Oct-2023,true
LM-16255,tiffany.bush.024149@example.com,Tiffany,Bush,443-537-8619,Gold,72163,14-Oct-2023,true
LM-16256,andre.irwin.024150@example.com,Andre,Irwin,4505508650,Platinum,98287,15-Sep-2024,true
LM-16257,sheena.gregory.024151@example.com,Sheena,Gregory,+14575638681,Bronze,14641,04-Sep-2022,true
